Date,mean_TW
10/11/2013,11.11521146
10/12/2013,11.02863681
10/13/2013,10.94933854
10/14/2013,10.87680417
10/15/2013,10.86125035
10/16/2013,10.78444063
10/17/2013,10.79040868
10/18/2013,10.78917292
10/19/2013,10.61122917
10/20/2013,10.58179063
10/21/2013,10.60527639
10/22/2013,10.57281771
10/23/2013,10.58230139
10/24/2013,10.71496458
10/25/2013,10.55301042
10/26/2013,10.55320208
10/27/2013,10.51837361
10/28/2013,10.43191111
10/29/2013,10.21429549
10/30/2013,10.08414583
10/31/2013,10.01281111
11/1/2013,9.993792014
11/2/2013,9.958567014
11/3/2013,9.864755435
11/4/2013,9.615745486
11/5/2013,9.418100347
11/6/2013,9.3086875
11/7/2013,9.221986111
11/8/2013,9.194134375
11/9/2013,9.197209028
11/10/2013,8.977759028
11/11/2013,8.851996875
11/12/2013,8.873288889
11/13/2013,8.853203819
11/14/2013,8.968930903
11/15/2013,8.787439583
11/16/2013,8.465573958
11/17/2013,8.277851042
11/18/2013,8.173827778
11/19/2013,8.068339583
11/20/2013,7.881972569
11/21/2013,7.674405208
11/22/2013,7.511011111
11/23/2013,7.415935069
11/24/2013,7.330056944
11/25/2013,7.285753125
11/26/2013,7.188693056
11/27/2013,7.143614583
11/28/2013,7.124685417
11/29/2013,7.208853819
11/30/2013,7.142027431
12/1/2013,7.088937847
12/2/2013,7.090340625
12/3/2013,6.898932639
12/4/2013,6.664196875
12/5/2013,6.50204375
12/6/2013,6.342795486
12/7/2013,6.122978125
12/8/2013,5.943195139
12/9/2013,5.790048264
12/10/2013,5.6800625
12/11/2013,5.577798611
12/12/2013,5.465473958
12/13/2013,5.388221528
12/14/2013,5.362455903
12/15/2013,5.342954514
12/16/2013,5.327277083
12/17/2013,5.273971181
12/18/2013,5.235629861
12/19/2013,5.122568403
12/20/2013,4.959121181
